CID,SMILES
14475767,C=C1C(=O)OC1=O
14517580,C1=CN2C=C(N=C2N=C1)Cl
14530963,C=C1OC(=C)O1
14531346,C1=CN(C=C1)Cl
14547593,C1=C(C(=NN=C1Cl)Cl)F
14547935,C=C1C2=CC=CC=C12
14549653,C1=C(C=NC(=C1Br)F)Br
14555327,C1(=C(SC(=N1)Cl)Cl)C(=O)Cl
14563086,C1=CNC(=CC1=S)Cl
14592589,C1=NSC(=S)S1
14595217,C1=C(C(=NC(=C1Cl)Cl)Cl)O
14621716,C1=C(SN=N1)C=O
14621849,C1=C(C=NC(=S)N1)Br
14626210,C1=CC2=C(N=C1)N=C(N2)Cl
14644283,C1=CNC2=CN=C(C=C21)C=O
14657261,C1=CC(=O)NC2=C1NC=C2
14666223,C1=CN=CC2=C1OC=N2
14666228,C1=CN=CC2=C1N=CS2
14670781,C1=NC(=C(C(=N1)F)Cl)F
14693401,C1(=S)NN=C(S1)Cl
14707943,C1=CC2=C(NC(=O)C2=O)N=C1
14712407,C1=CN=C2C(=N1)C=NC(=S)N2
14712454,C1=C(C(=O)NC(=C1)Br)Br
14717975,C1=CC(=O)C(=O)C=C1C=O
14740053,C1=C(C=NC(=C1O)Br)Cl
14748832,C1=CC2=C(C=C1F)OC(=N2)Cl
14748838,C1=CC2=C(C=C1Cl)OC(=N2)Br
14748841,C1=CC2=C(C=C1F)N=C(O2)Br
14749842,C1=CC(=C2C(=C1)SC(=S)N2)O
14758064,C1=CN=CC2=NC=NC=C21
14761472,C1=CN=C(C=C1Br)C=O
14774300,C1=C(N=CC(=O)N1)Cl
14785096,C=C1C(=CC(=O)O1)Br
14786519,C1=CSC(=C1F)Br
14786520,C1=C(SC=C1F)Br
14786521,C1=C(SC(=C1)Br)F
14786522,C1=CSC(=C1Br)F
14786523,C1=C(C(=CS1)Br)F
14786533,C1=COC(=C1)F
14786534,C1=COC=C1F
14786609,C1=COC(=N1)C=O
14787671,C1(=O)C(=O)NC(=O)NC1=S
14788181,C1=C(SC(=C1)F)C=O
14793779,C1=NN=NC1=S
14794697,C1(=O)OC(=O)OC(=O)O1
14795066,C1=CC(=C1)F
14795704,C1=C(C=C(N=C1C=O)Cl)Cl
14812663,C1=CC2=PC=CN2C=C1
14812901,C1=CN=C(C(=C1Br)Br)Cl
14822070,C1=CNC2=CN=C(C=C21)Cl
14823563,C1=NC2=C(S1)C(=O)OC2=O
14823733,C(=O)NC1=NC(=S)NN1
14833747,C1(=O)C(=O)OO1
14835171,C1(=C(SC(=C1Br)Br)Cl)Br
14835172,C1=C(C(=C(S1)Cl)Br)Br
14835174,C1=C(C(=C(S1)Br)Br)Cl
14835683,C1=CC2=NNN=C2C(=C1)C=O
14849158,C1=CC=C2C=C3C(=CC2=C1)S3
14849316,C1(=C(NN=C1F)F)F
14855315,C1=CC(=C2C(=C1)ON=N2)C=O
14855317,C1=CC(=C2C(=C1)SN=N2)C=O
14859626,C1=CC(=O)OC(=C1)Br
14873740,C1=C(OC(=C1Br)Br)C(=O)Cl
14880838,C1=C(ON=C1Br)C=O
14891917,C1=CN=CC2=C1N=C(N2)Cl
14907381,C1=CN(C(=O)NC1=O)F
14910720,C1=C2N=CNN2C(=O)NC1=O
14912584,C1(=C(OC(=C(O1)Cl)Cl)Cl)Cl
14930919,C1(=C(NC(=C(C1=S)F)F)F)F
14932806,C1=C(C(=C(C(=C1Br)O)Br)Br)O
14936883,C1(=C(C(=O)C(=C1Br)Br)Br)Br
14936884,C1(=C(C(=O)OC(=C1Br)Br)Br)Br
14940400,C1=COC(=C1Br)F
14951373,C12=NSN=C1SC(=S)S2
14951374,C12=NSN=C1SC(=O)S2
14993574,C1=NC(=O)NC(=N1)Cl
15004526,C1=CC2=C(N=C1)OC(=O)S2
15025481,C1=CSC(=C1)C(=O)Br
15027981,C1=CN2C=CN=C2N1
15055508,C1=C(NN=C1)F
15089709,C1=CC2=C(C=C1C=O)SC=N2
15093642,C1=CC=C2C(=C1)N=NN2F
15095481,C1=CC=C2C(=C1)C(=S)NO2
15098360,C1=C(NC=N1)/C=C/C(=O)Cl
15112487,C1=CC=C2C(=C1)C(=O)O2
15135082,C1=CN=C(C(=C1Br)Br)F
15141964,C1=C(N=C(S1)Br)Cl
15141968,C(=O)C1=C(N=C(S1)Br)Cl
15142003,C1=CC2=C(C(=C1)Br)NC(=O)S2
15144435,C1=CC2=NC=CN2NC1=O
15144436,C1=CC(=NN2C1=NC=C2)F
15149587,C12=C(C(=O)OC1=O)SC(=S)S2
15157730,C1=C(OC=N1)Cl
15158725,C1=COC2=CC(=C(C=C21)Cl)Cl
15158728,C1=CC2=C(C(=C1)F)OC=C2Br
15162477,C1=C(C=C(C(=C1F)Cl)Cl)F
15162479,C1=C(C(=C(C(=C1Cl)Cl)F)Cl)F
15179743,C1=CN2C(=CN=C2N=C1)Cl
15179918,C1=C(SC=N1)Cl
15201053,C1=COC2=COC=C21
15201892,C1=CC2=CP=NN2C=C1
15208941,C1(=C(SC(=C1Cl)Br)Cl)Cl
15209513,C1=C(C=C(C2=NON=C21)Br)Br
15210510,C1=C(SC=C1C#N)Br
15218527,C1=COC2=C1C=NC(=O)N2
15219882,C1=NN=NS1
15222367,C1=CN=CC2=C1SC(=S)N2
15238821,C1=CC(=CC(=C1)C(=O)Cl)C=O
15239252,C1=C(SC(=N1)Cl)Cl
15239627,C1=NC(=O)NS1
15256333,C1=CC2=NC(=N)C(=O)N2C=C1
15257903,C1=CC2=C(C=NN2C=C1)O
15265190,C1=C(C(=O)C=C(C1=O)F)F
15265191,C1=C(C(=C(C(=C1Br)F)Br)O)Br
15301814,P1=PP=P1
15323364,C1=CSN=C1Br
15323365,C1=C(C(=NS1)Br)Br
15348329,C1=C(C(=C(C(=C1Cl)F)F)Cl)F
15369694,C1=CN=C(C(=N1)F)Br
15391279,C1=CC(=C(C=C1Cl)C=O)Br
15427102,C1=C(C(=C(N1)Cl)Cl)Cl
15428739,C1=CC2=C(C(=C1)F)OC(=N2)Cl
15434553,C1=C(C(=CC(=C1F)F)O)C=O
15438109,C1=CSC=P1
15451646,C1=NNC2=C1C=NNC2=O
15453973,C1=CC2=C(C=C1F)C(=NO2)Cl
15479607,C1=C(ON=C1Cl)C=O
15488728,C1=CN=NC2=NNN=C21
15491900,C1=NC(=C(N1)C=O)C=O
15528582,C=C1C(=C)OC=N1
15528583,C=C1C(=C)SC=N1
15532462,C1=NC(=C(N1)F)F
15539667,C1=C(C2=C(C(=N1)Cl)NC=N2)F
15539670,C1=C(C2=C(C(=N1)Cl)NC=N2)Cl
15541240,C1=CNC(=C1Br)C=O
15546459,C1=C(C(=C(C(=C1Br)Br)Br)Br)F
15557986,C1(=C(C(=O)NC(=O)C1=O)Cl)Cl
15573980,C1=CN=NC2=NC=CN=C21
15573981,C1=CN=NC2=C1NC(=S)N2
15573991,C1=CN=NC2=C1NC(=O)N2
15588672,C1=CC2=C(C(=C1)O)OC(=O)N2
15604988,C1=CN2C(=C1)C(=O)NC(=O)N2
15607134,C=C1C(=C)O1
15610179,C1=CC(=CN=C1)C(=O)Br
15611027,C1=CN=C(C=C1C(=O)F)F
15619274,C1=C2C(=CS1)N=C(C(=N2)Cl)Cl
15620725,C1=C(NN=C1)C2=NN=CO2
15620735,C1=C2C=NN=CN2N=C1
15621450,C1=C(C(=C(C(=C1Cl)Cl)Cl)Br)O
15633827,C1=NC(=NN1Cl)Cl
15633830,C1(=NN(C(=N1)Cl)Cl)Cl
15660708,C1=C(C(=C(C(=O)C1=O)Cl)Cl)Cl
15661724,C1=CC(=NC(=C1)Br)C(=O)Cl
15662089,C1=CN2C=CN=C(C2=C1)Cl
15665824,C1=C2C(=NO1)N=CS2
15683981,C1=CN=C(C(=C1Cl)Br)Cl
15688700,C1(=NN=NS1)Cl
15692030,C1=CN=CC2=C1NC=C2Br
15699186,C1=CC(=O)C2=C(C1=O)C=CO2
15700647,C1=CC2=C(N=C1)SC(=O)S2
15708041,C1=C(N=C2N1C=C(S2)Cl)Cl
15736165,C1=NC2=C(N1)C(=S)N=C(N2)Br
15739927,C1=C(SC(=O)S1)C=O
15743604,C1=C(C=C(C(=C1Cl)Cl)Cl)F
15745768,C1=C(C2=C(S1)N=CN=C2Cl)Cl
15757659,C1=NN(C=N1)Cl
15759755,S1SS1
15764366,N1=NO1
15767129,C1=CSC(=C1)C2=C(C=NN2)Cl
15789245,C1=CNSC=C1
15789247,C1=CSC=CN1
15789249,C1=CNSN=C1
15810462,C1=CC2=CC(=O)C=C2C=C1
15854924,C1=C(C(=C(C(=C1Cl)F)Cl)F)Cl
15868021,C1=CNC2=C1C=CNC2=O
15892636,C1=C2C(=CN1)SC(=S)S2
15892787,C1=C2C=S=CC2=CS1
15894992,C1(=O)OS1
15925995,C1=CN=CC2=C1OC(=O)N2
15925996,C1=C2C(=CN=C1Br)NC(=O)O2
15938120,C1=CSC2=C1SNC2=O
15939953,C1=CN2C(=CN=N2)C=C1Cl
15939954,C1=CN2C(=CN=N2)C=C1Br
15991583,O1OOOO1
16058863,C1=CC(=S)NC=C1Br
16095493,C1=CC2=NN=NN2C=C1F
16096898,C1=CC2=NN=NN2C=C1Cl
16108574,C1=COC(=CC1=O)C=O
16122794,C1=C(C(=O)NC1=O)Cl
16201897,C1=CC=C2C(=C1)C2=O
16206854,O1OO1
16227411,C1=C(N=CN2C1=NN=C2)Cl
16414231,C1=CC(=C(N=C1)C=O)Br
16414246,C1=CC(=NC=C1C=O)F
16440016,C1=CC2=C(C(=C1)Cl)C(=CS2)Cl
16639348,C1=CC(=O)C2=C1C(=CS2)Cl
16640418,C1=C(SC2=C1SC(=S)S2)Cl
16640419,C1=C(SC2=C1SC(=S)S2)F
16655266,C1=C(C2=C(S1)C(=NC=N2)Cl)Br
16657911,C1=C(C(=CC(=C1O)Br)O)O
16740863,C1=C(N=C(C(=O)N1)Br)Br
16779744,C1=C(C(=S)NC=C1Cl)Cl
17749933,C1=CN2C=CN=C2C(=C1)Br
17750018,C1=CC2=NN=CN2C=C1Br
17750034,C1=CC2=NC=NC=C2C=C1Br
17750104,C1=CC2=C(SN=C2N=C1)Br
17750112,C1=CC2=NSC=C2C=C1Br
17750135,C1=C2C(=C(C=N1)Cl)N=CN2
17750139,C1=C2C(=C(C=N1)Cl)NC(=O)N2
17750390,C1=CN=C(C2=C1SC(=C2)Br)Cl
17750433,C1=C(N=C(S1)Br)C=O
17750635,C1=CSC2=C1C(=NC=C2Cl)Cl
17750691,C1=C(C=C(C(=C1F)O)F)Cl
17750952,C1=C(C=C(C=C1Cl)Br)C=O
17750983,C12=NN=NC1=NC(=O)NC2=O
17761052,C1=C(C=C(C(=C1O)O)Br)Cl
17761059,C1(=C(C(=C(NC1=O)F)F)Cl)F
17761066,C1=C(C(=C(C(=C1O)Cl)Cl)Cl)O
17762126,C1=CC2=CC(=S)C=C2C=C1
17764529,C1=CC=C2C(=C1)N2
17769893,C1(=O)NO1
17770192,C1=C2C(=NC=N2)N(C=N1)F
17770509,C1=CC2=C1C=C2O
17770990,C1=CC2=C(N=C1)SC=NC2=O
17787520,C1=COC=C(N1)Cl
17794326,C1=CSC2=CN=C(C=C21)Br
17796852,C1=CC(=CC=C1C(=N)Cl)Br
17796899,C1=COC1=O
17801328,C1(=O)OC(=O)O1
17801757,C1=CC(=C(C(=C1F)F)Br)Br
17802006,C1=CSNC(=C1)Cl
17802742,C1=CC2=NC=NC2=CC1=O
17803905,C1=CSNN=C1
17804398,C1=CN=NN=C1F
17807258,C1=NC(=NO1)NC=O
17811374,C1=CC2=C(C=C1Cl)C(=CN2)O
17818593,C1=CN=C2C1=C2
17825692,C1=CSC=NN1
17826037,C1=CC2=C1C(=C2Cl)Cl
17827039,C1=NNOC1=S
17829364,C1=NC(=N)N=C1
17836546,C1=CC(=C2C1=C2)F
17840768,C1=C2C(=N1)N2
17841212,C1=CN=NNC1=O
17842350,C1=CC2=C(C=C1F)NN=C2
17842471,C1=CC2=C(C=C1Br)NN=C2
17842478,C1=CC2=C(C=C1F)C=NS2
17842482,C1=CC2=C(C=C1Br)SN=C2
17842486,C1=CC2=C(C=C1F)C=NN2
17842525,C1=CC2=C(C=C1Br)ON=C2
17842537,C1=CC2=C(C=C1Cl)SN=C2
17842600,C1=CC(=CC2=C1C=CO2)F
17842635,C1=CC2=C(C=C1F)C=NO2
17844077,C1=C(N=NS1)C2=NN=CS2
17845265,C1=CN2C=CN=C2C(=C1)Cl
17853334,C1=CC2=C(C=CN2)C=C1OF
17855626,B1=CC=C2C1=CC=C2
17855662,C1=CC2=NC=CC2=C1
17859396,C1=CC2=C(C=C1F)N=C(S2)Br
17860064,C=CC1=NC=CO1
17861202,C1=C2C(=N2)O1
17870749,C1=CN=NC(=O)C1=O
17872494,C1=CC2=C1S2
17874687,C1=CC2=C1O2
17875631,C1=CNC(=O)N(C1=O)/C=C/Br
17879841,C1=C(OC(=C1)Cl)Cl
17882066,C1=CC2=C1C=C2Br
17882609,C1=CC2=C(N=C1)N=NC=C2
17883404,C1=COC(=O)N=N1
17888937,C1=CN=NC=C1F
17888943,C1=C(N=CS1)F
17893713,C1=C(C(=NC=N1)Cl)F
17895116,C(=O)NC1=NNC(=S)S1
17900388,C1=C2C1=C(C(=C2)Cl)Cl
17904787,C1=CC2=CC(=O)N=C2C=C1
17906381,C1=C2C(=NO1)O2
17906384,C1=NNC2=C1O2
17906392,C1=C(C(=O)NO1)O
17909064,C1=C(N=NC(=N1)Cl)Cl
17912093,C1=CC2=C(N2)N=C1
17918623,C=C1C(=O)N1
17919923,C1=CC2=C(O2)C=C1Br
17921825,C1=CN=NC2=C1C(=O)NC2=O
17921844,C1=C2C(=CS1)C(=O)NC2=O
17930300,C1=CC2=NC2=C1
17945614,C1=COC2=C1C=CO2
17951716,C1=C(O1)C=O
17959664,C1=NC(=O)NC(=N1)F
17960143,C1=C(C(=NS1)Cl)Cl
17964499,C1=COC2=CNC=C2O1
17965793,C1=C(SC2=NC=NC=C21)C=O
17965850,C1=C(SC2=NC=NC=C21)C=N
17965852,C1=COC2=C1N=CN=C2Cl
17966263,C1=C2C(=NC(=N1)NCl)N=CN2
17969972,C1=C(C(=C(C(=C1F)F)F)O)O
17975616,C1=C(C(=C(S1)F)F)F
17976651,C1=C2C(=NN=N1)N2
17977055,C1=CC2=CC=CNC2=C1
17985319,C1=COC2=C(C=NC=C21)Br
17985527,C1=COC2=C1C(=O)NC=C2Br
17986515,C1=CN2C1=N2
17987035,C1=C2N1C=N2
17991088,C1=NC(=NO1)Cl
17993198,C1=CC(=O)C=C2C1=CC=NO2
17993787,C1=C(C(=O)NC(=C1Cl)Br)Br
17993788,C1=C(C(=O)NC(=C1)Br)Cl
17993789,C1=CC(=O)NC(=C1Br)Br
17993790,C1=CC(=O)NC(=C1Cl)Br
17995097,C1=C(C(=O)NN=C1)Cl
17996065,C1=CC2=NC=NN2NC1=S
17999441,C1=CSC2=C1C(=O)NC=C2Cl
18006427,C1=C(C(=C(C(=C1Cl)O)O)O)O
18176439,C1=CSC2=C1N=CC(=C2)Cl
18176449,C1=CC(=O)N=C2C1=NC=C2
18184980,C1=CN(C(=C1)C=O)F
18185459,B1=BC=C1
18186078,C1=CN2C(=NC(=O)N2)N=C1
18316607,C1=NN=NC1=N
18318796,C1=C(C(=NC(=N1)Cl)F)F
18318800,C1=CN=NN=C1Cl
18322356,C1=C2C(=CONC2=O)SC1=O
18323804,C1=CC(=O)N=C2C1=CC=N2
18329468,C1=CC2=C(C=CN2F)C=C1Cl
18329891,C1=CN=CC2=C1N=NC2=O
18330781,C1=CN=C(N1)C(=O)OC=O
18331069,C1=CNC1=O
18336120,C=C1OC2=CC=CC=C2O1
18341060,C=C1C=CC(=S)C=C1
18348308,C1=C(N=NN=C1Cl)Cl
18350674,C1=NOC(=N1)C2=NC=NO2
18352185,C1=C2C(=C(C(=C1Br)Br)Br)O2
18353360,C1=NC(=O)N=C2C1=NC=N2
18353776,C1=CC2=C(N=C1)SC(=C2Cl)Cl
18360027,C1=CSC2=C(N=CN21)Cl
18362943,C1=C2C=NC(=O)N=C2C=N1
18364965,C1=NC(=O)NN=C1
18366249,C1=CNC(=S)C1=O
18371110,C1=CC(=C(C(=C1F)O)F)Br
18371117,C1=COC(=C1Cl)F
18373078,C1=CON=C1C=O
18376592,C1=CN=C(N1)NC=O
18382511,C1=CN2C(=NC1=O)C=NN2
18384654,C1=NC(=O)N=C1Br
18387179,C=1=NN1
18388392,C1=CN2C(=NC=N2)C(=N1)Cl
18388813,C1(=NN=NC1=O)Cl
18399618,C1=COC2=C(C1=O)SC=C2
18401257,C1=CC(=C(C(=C1)Br)F)O
18402728,C1=C2C1=NN=N2
18403666,C1=CN=C(N=C1)C(=O)Cl
18412943,C1=C(C=C(C(=C1O)Cl)O)Cl
18412945,C1=C(C=C(C(=C1O)Br)O)Br
18413346,C1=C(OC(=C1)F)C=O
18413350,C1=CSC(=N1)F
18420061,C1=CC2=C(C2=C1)O
18421384,C1=CN=NN2C1=NN=N2
18422098,C1=C(N=CN=C1Cl)C(=O)Cl
18424026,C1=CN(NN=C1)C=O
18425880,C1=NNN=C1Br
18428992,C1=NNC(=O)O1
18435771,C1=C(C(=C(C(=C1Cl)F)F)Cl)O
18437850,C1=C(N(C=N1)Cl)Cl
18440013,C1=C(N(C=C(N1)Cl)Cl)Cl
18442731,C1=C2C(=CO1)C(=O)NC2=O
18442732,C1=CNC2=C1C(=O)NC2=O
18442749,C1=CN=NC2=C1OC=N2
18442759,C1=CN2C=COC2=C1
18442760,C1=CNC2=C1OC=N2
18442762,C1=CNC2=C1N=CO2
18442763,C1=CNC2=C1N=CS2
18442764,C1=C2C(=CN1)OC=N2
18445319,C1=NN=N1
18450773,C1=CN=C(C2=C1SC=C2Br)Cl
18450796,C1=CNC(=O)C2=C1SC=C2Br
18462393,C1=CC(=C(C(=C1Br)F)F)Br
18465322,C1=C2C=NC=NC2=CO1
18465509,C1=CC(=C(C2=C1C2=O)F)F
18465843,C1=C(C=C(C2=C1N=CO2)Cl)Cl
18476380,C1=CC2=C(C=C1F)C=C(S2)Br
18506324,C1=CSNC1=S
18515437,C1=CC(=C(C2=C1NC=C2)Cl)Br
18516123,C1=CN=C(C(=C1Cl)Cl)C=O
18516347,C1=CSC2=CN=NC(=C21)Cl
18518863,C1=CC(=C2C(=C1)O2)O
18519754,C12=NOC1=N2
18519772,C1=CC=C2C(=C1)C=CN2Br
18519960,C1=C(SC(=N1)Br)Cl
18520008,C1=C(C=NC(=C1Cl)Cl)F
18521355,C1=C(C(=C(C(=C1Cl)F)F)F)F
18521647,C1=CC2=C(N=C1)N=C(N2)Br
18522756,C=C1C=CC=NC1=O
18533213,C1=CC2=C(C(=C1)Br)C(=O)NO2
18537247,C1=COC(=C1)C(=O)NCl
18539738,C1=CON=C1C2=NC=CO2
18541699,C1=CN=CSC1=S
18544732,C1=CC(=NP=C1)F
18548308,C1=CN2C(=C1)C=NC2=O
18549813,C1=C2N(C(=O)O2)N=N1
18612630,C1=C(ON=C1)Cl
18614740,C1=CN(N=C1F)F
18614759,C1=C(C(=NN1F)F)O
18614771,C1=CN(N=C1)F
18614784,C1(=C(N(N=C1F)F)F)F
18614792,C1=C(C(=NN1F)F)F
18616655,C1=CC2=C(O2)C=C1F
18618204,C1=C2C=NC=NC2=CS1
18618208,C1=C(C2=C(S1)C(=S)N=CN2)Br
18619702,C1=CN2C=CC(=O)NC2=C1
18620262,C=C1C=COC1=O
18625232,C1=CN2C(=N1)SC=N2
18627013,C1=CSC2=NC(=O)C=C21
18630807,C1=C2C(=NS1)C=NC=N2
18634533,C1=CN(C(=O)NC1=O)Br
18669457,C1=CN(C=C1Cl)Cl
18669464,C1=CN(C(=O)N1)Cl
18671992,C1=CSC2=NC(=O)N=C21
18672451,C1=NN2C1=N2
18674770,C1(=C(NC(=C1F)F)F)F
18689838,C1=CC2=C(N=C1)SC(=C2)Cl
18689868,C1=CSC2=C1C(=CC(=C2)Cl)Cl
18693211,C1=NC(=O)N=CC1=O
18695133,C1=C2C=NNN2N=C1
18696034,C1=CC2=C(C(=C1)Cl)C(=O)NO2
18696074,C1=C(C=NC2=C1C(=NO2)Cl)Cl
18696076,C1=C(C=NC2=C1C(=O)NO2)Cl
18696215,C1=C(ONC1=O)F
18696216,C1=CC2=C(C(=O)NO2)N=C1
18696626,C1=C(SC(=C1)F)C(=O)Cl
18698797,C1=CN2C(=O)NSC2=N1
18699502,C1=CC(=C2C(=C1)OO2)O
18708828,C1=CSC(=N1)C2=CSN=N2
18715462,C1=CN=NC(=C1Br)Cl
18721260,C=C1C(=O)NC(=O)NC1=O
18726509,C1=CN2C=NC(=O)NC2=N1
18726511,C1=CN2C=NC(=S)NC2=N1
18752858,C1=CC(=C2C(=C1Br)C=CN2)Br
18752873,C1=CC(=C2C(=C1Cl)C=CN2)Br
18753394,C1=CC=C2C(=C1)NC=CN2Cl
18755011,C1(=O)C(=O)N=NN1
18755339,C1=NC2=NN=CN2C=N1
18758265,C1=C2C(=CN=N1)SC=N2
18758266,C1=NC2=C(N=CO2)N=N1
18758267,C1=CN=NC2=C1N=CO2
18758269,C1=CN=C2C(=N1)N=CO2
18758271,C1=C2C(=NN=N1)OC=N2
18758272,C1=NC2=C(N=CS2)N=N1
18758273,C1=C2C(=NN=N1)N=CO2
18758274,C1=C2C(=NN=N1)N=CS2
18758275,C1=NC2=C(N=N1)OC=N2
18758277,C1=NC2=C(N=N1)SC=N2
18758278,C1=CN=NC2=C1N=CS2
18760334,C1=CNC(=S)C=C1Cl
18761608,C=CC1=NC(=CS1)Br
18761813,C1=C(C(=NC(=N1)F)Cl)Cl
18762609,C1=COC=NC1=O
18765700,C1=C(NN=CC1=O)Cl
18771220,C1=CN2C=CC=C(C2=C1)O
18783707,C1=CC2=PC=NN2C=C1
18788454,C1=C(ON=N1)Cl
18799103,C1=NC(=O)C2=C1C(=O)N=C2
18799453,C1=NC(=O)C(=O)N1
18799455,C1(=O)C(=NC(=O)N1)Cl
18918842,C1=C2C(=NC=N1)C(=O)C=NN2
18918885,C1=CN=C2N(C1=O)C=CO2
18918944,C1=CN=C2C1=NC(=O)NC2=O
18919015,C1=CN=CN2C1=NC=CC2=O
18919058,C1=COC2=C1C(=O)NC=N2
18919313,C1=C2C(=NC=NC2=O)C=N1
18921793,C1=CC2=C(NC(=NC2=C1)Cl)Cl
18922840,C1=CC(=C(C(=C1C=O)O)O)Cl
18928400,C1=C2C=NC=NC2=NC1=O
18933191,C1=CC2=C(C(=C1)F)OC(=S)N2
18933192,C1=CC2=C(C=C1F)OC(=S)N2
18933197,C1=NC(=NO1)Br
18934392,C1=C(C(=NN=N1)Cl)Cl
18935439,C1=CC2=NNC(=S)N2C(=C1)Cl
18940321,C1=NNN=C1C2=NC=NN2
18943369,C1=NSC(=C1Cl)C=O
18947663,C1=C(C(=CC(=C1Cl)Cl)F)F
18952094,C1=CN=CC2=C1OC=CN2
18959877,C1=NC(=C(C(=N1)Cl)F)F
18963797,C1=CN=NC2=CN=CN=C21
18963799,C1=C2C=NN=CC2=NC=N1
18966877,C1=CC2=C(C=C1Cl)N=C(O2)Br
18966907,C1=CC2=C(C=C1Cl)NC(=N2)Br
18966941,C1=CC2=C(C(=C1)O)N=C(N2)Cl
18966969,C1=CC2=C(C(=C1)O)SC(=N2)Cl
18967016,C1=CC2=C(C(=C1)O)OC(=S)N2
18967046,C1=CC2=C(C=C1Cl)N=C(S2)Br
18967117,C1=CC2=C(C(=C1)O)OC(=N2)Cl
18967155,C1=CC2=C(C(=C1)O)SC(=S)N2
18970290,C1=NC(=O)NC(=C1F)F
18971352,C1=C(SC2=C1SN=N2)Cl
18974962,C1=NOC(=C1Cl)Cl
18977064,C1=CC=C2C(=C1)C=NC2=N
18983146,C1=NC(=C(C(=N1)Cl)Cl)F
18983166,C1=C(N(C=C(N1)Cl)C=O)Cl
18984029,C1=C(C=C(C(=C1F)F)F)Cl
18986231,C1=CC(=C(C2=C1C=CN2)Cl)F
18986378,C1=CC(=C2C(=C1O)O2)O
18987697,C1=CC(=NN=C1)F
18987989,C1=NN=C(O1)C2=NN=CS2
18988296,C1(=S)C(=NSN1)Cl
18991390,C1=CN=CN2C1=NC(=S)N2
18996905,C1=CN2C(=O)NC(=O)N2C=C1
18997503,C1=CNC(=O)C(=C1Cl)Cl
18997596,C1=C(C(=CC(=C1F)Cl)Br)O
19001541,C1=CC2=NC(=O)N=C2N=C1
19017365,C1(=NNN=N1)Cl
19020723,C1=C2C=NOC2=CC(=C1Cl)Cl
19020737,C1=CC2=C(C=NO2)C(=C1)Cl
19020750,C1=CN=NC1=N
19022514,C1=C(C(=NN=N1)F)Cl
19025307,C1=NNC2=C1C(=O)C(=O)C=N2
19035669,C1=C2C(=NC=NC2=S)N=C1
19036935,C1=CC2=NN=C(C2=C1Cl)Cl
19043305,O1OS1
19049881,C1=CN=C1Cl
19068584,C=C1NC2=NC=CN=C2C=N1
19068933,C1=CC2=NC(=O)C=C2C=C1O
19074287,C1=NC2=NC(=O)NC(=S)C2=N1
19077099,C1=COC=CC1=CC=O
19085639,C1=CN2C(=NC(=O)O2)N=C1
19086341,C1=CSC2=C1C(=O)C=CS2
19086945,C1=C2C1=CS2
19087638,C1=C2C=NC=NC2=CN1
19087763,C1=CNC(=O)N(C1=O)F
19088010,C1=CSC2=CC(=C(C=C21)Cl)Cl
19088015,C1=COC2=C(C=C(C=C21)F)F
19088018,C1=CC(=CC2=C1C=CS2)F
19089110,C1=CN2C(=CC=N2)N1C=O
19094892,C1(=O)NOO1
19095504,C1=COC(=S)N=C1
19099049,C1=CC=C2C(=C1)C(=O)N=CS2
19102688,C1=NNC2=C1C(=O)NC2=O
19358748,B1=NC=CC2=CC=CC=C21
19365949,C1=NNN=C1F
19365977,C1=NNN=C1Cl
19371877,C1=C(C=NC(=C1Cl)F)F
19372844,C1=CC2=C(C=C1F)ON=C2
19376198,C1(=C(N=C(N=C1Cl)Cl)F)F
19381347,C1(=C(NC(=O)N1)F)F
19384799,C1=CC(=CN=C1)C=N
19384801,C1=CSC=C1C=N
19385647,C1=COC2=C1NC=N2
19385693,C1=C2C(=CN1)N=CN2
19387306,C1=CC2=C(C=C1Cl)C=NS2
19387560,C1=C(C(=O)NC=C1Br)F
19388379,C1=CN=CC2=C1N(C=N2)Cl
19391748,C1=CC(=C2C(=C1)SC(=S)N2)F
19417549,C1=C2C(=N1)S2
19418255,C1=C(C(=C(C(=C1Br)F)F)F)Cl
19427664,C1=CC(=C(C2=C1NC=N2)Cl)Cl
19429130,C1=NSNC1=S
19432859,C1=C2C=NC(=S)N=C2N=N1
19437137,C1=C(C(=C(O1)C=O)Br)Br
19590194,C1=NN2C=NNC(=O)C2=C1Cl
19594594,C1=C(C(=C(C(=S)N1)Cl)Cl)Cl
19595920,C1=CN=CN=C1F
19597579,C1=CSC2=NN=NC=C21
19597657,C1=NNN=CC1=O
19597694,C1=COC2=NN=NC=C21
19598352,C1=C2C(=O)NC(=O)N=C2N=C1
19602125,C1=CP=C1F
19602650,C1=CNNC(=O)N1
19603878,C1=C(C(=CO1)O)O
19607720,C1=C(C(=CC(=C1Br)Cl)Cl)O
19607749,C1=CC(=C(C(=C1)F)NC=O)F
19610890,C1=NN=NN1Cl
19688432,C1=NOSN1
19696456,C1=CNC2=C1C=CN=C2Br
19697510,C1=CN(C(=N1)Br)Br
19701618,C1=C(C(=CC(=C1Cl)F)Br)O
19707591,C1(=O)NC(=O)N1
19711137,C1=C2C(=NC=N1)NNC2=S
19733614,C1=C(C=NN=N1)F
19734148,C1=NC=NN2C1=NN=C2
19738416,C1(=C(N=C(N=C1F)F)F)Br
19743679,C1=CN=C(N1)C(=O)Cl
