CID,SMILES
69034384,C1(=NN=NN1Br)Br
69035068,C1(=NN(N=N1)Cl)Br
69036722,C1=CC2=C(C=C(N2)Br)N=C1
69043421,C(#N)C1=NSN=C1Cl
69043875,C1=CNC(=C1Cl)F
69048071,C1=COC2=C1C(=O)NC(=O)N2
69055907,C1(=C(SC(=P1)Cl)Cl)Cl
69057560,C1=CNC2=C(C1=O)OC=N2
69061387,C1=CN=C2C(=N1)N=CN2Br
69079130,C1=NC(=NC2=NC(=O)N=C21)Cl
69082497,C1=CC(=CC2=C1C=CN=N2)Br
69089472,C1=NC2=NN=CN2NC1=S
69089642,C1=C(N=NN1F)F
69099985,C1=CSN2C1=CNC=C2
69108518,C1=CN(N=N1)F
69121507,C1=NC(=NC1=O)F
69124326,C1=CNC2=C(C1=O)SC(=O)N2
69152295,C1=CC=C2C(=C1)C(=O)ON=N2
69154126,C1=C2C(=NOC2=O)C(=O)N=N1
69162741,C1=C2C=NC=NN2N=N1
69165128,C1=C2C(=NC=N1)NNC(=O)N2
69174055,C1=NC(=O)N=C2C1=NC(=N2)Br
69175846,C1=C2C(=CN=N2)C(=O)N=C1
69182400,C1=C(C(=NC2=NNN=C21)F)F
69187503,C1=C2C(=NC1=O)N=NN=N2
69188319,C1=C2C(=C(C=N1)Cl)N=CS2
69191128,C1=CN2C(=CC(=N2)Br)N=C1
69192205,C1=C(NC2=CN=CC(=C21)Cl)Cl
69192727,C1=NN=C2C(=NC=N2)C1=O
69218650,C1=CN2C=NC=C2C(=C1)Cl
69222102,C1=C2C(=NC1=O)C=NC(=O)N2
69244749,C1=NC(=O)C(=O)C1=O
69248537,C1=NON=C1C2=NOC=N2
69258808,C1=C(C=C(C(=C1O)O)Br)F
69288091,C1=C(C2=C(O1)C(=CS2)O)O
69288328,C1=COC2=C1NC(=O)N2
69289408,C1=CNC2=C1OC(=O)N2
69289565,C1=CNC2=C1NC(=O)N2
69289580,C1=COC2=C1OC(=O)N2
69290046,C1=C(C2=C(N1)C(=CN2)O)O
69291564,C1=COC2=C1SC(=O)N2
69292214,C1=CNC2=C1SC(=O)N2
69300338,C1=COC2=C1OC(=O)C2=O
69304552,C1(=C(OC(=C(F)F)O1)F)F
69312205,C=C1C=CON1
69314720,C1(=C(ON=N1)Br)Br
69333411,C1=C(C(=CS1)Cl)O
69333448,C1=COC(=C1O)Cl
69333903,C1=C(C(=O)SN1)Cl
69333935,C1=C(C(=C(O1)Cl)O)O
69334465,C1=CSC(=C1O)Cl
69335043,C1=C(C(=O)ON1)Cl
69340848,C1=CNC2=C1C(=CO2)O
69341669,C1=COC2=C1NC=C2O
69341994,C1=CNC(=C1O)Cl
69342134,C1=C(C(=C(N1)Cl)O)O
69343277,C1=CNC(=O)C(=C1F)F
69343559,C1=CN=CC2=C1NC(=O)N2Cl
69348047,C1=CC2=NN=NC2=C1
69359911,C1=CSC(=P1)F
69375370,C1=NC(=NC2=NNN=C21)F
69381891,C1(=NNN=C1Br)Cl
69383753,C1(=NNN=C1Br)F
69384722,C1=CSC2=C1C(=O)NC(=O)O2
69387238,C1=C2C(=CON2)C=N1
69394557,C1=CC2=NC(=NN2C=C1)Cl
69402152,C1=CC(=C(C2=C1SC=C2)Br)Br
69403527,C1=CNC2=C1C(=O)N=C2
69408048,C1=C2C(=CC(=O)O2)N=C1
69410923,C1=NC(=O)NC2=C1NN=C2
69415244,C1(=S)N=NNN=N1
69415719,C1(=S)NSN=N1
69417927,C1(=NC(=NC(=O)N1)OCl)OBr
69420898,C1=NOC2=C1NC(=O)N=C2
69420900,C1=C2C(=NC=N1)C(=O)NO2
69460931,C1=CN2C(=CNC2=O)C=N1
69479288,C1(=C(OC(=O)O1)F)F
69487822,C1=C2N(C=N1)N=CS2
69488026,C1=COC2=NC=NN21
69488452,C1=CN2C(=N1)OC=N2
69490496,C1=C2N(C=N1)N=CO2
69495398,C1=CC2=C(C=C1Cl)N=CNS2
69505622,B1=CC(=O)C=CC1=O
69520291,C1=C2C(=NN=N2)C=N1
69525339,C1=CN2C(=CC(=O)N2)N=N1
69545887,C1(=C(SN=N1)Cl)Br
69545888,C1(=C(SN=N1)Br)Cl
69568162,C1=CC2=C(NC(=S)N=C2)N=C1
69572612,C1=C2C(=NC=N1)N=CN2Cl
69575612,C1=CC2=CN(C=C2C=C1)Cl
69585134,C1=CC(=O)C(=CC1=O)C2=NN2
69588756,C1=COC(=CO1)Br
69609475,C1=CNC2=NC(=C(C=C21)F)F
69620675,C1=NSN=C1C2=NN=CO2
69626729,C1=CSC2=NC(=O)C=NN21
69635965,C1=CN=C2C(=N1)NC(=N2)Br
69636469,C1=C(N=C(N1F)F)F
69643216,C1=C2C(=NC=N1)OC=NC2=O
69648767,C1=C2N=CC(=S)NN2N=N1
69657055,C1=NN(N=C1)F
69667281,C1=CC2=C(C(=C1)F)N=C(O2)F
69695413,C1=NN2C(=O)NC(=O)N=C2S1
69702419,C1=C2C(=C(C(=C1Cl)Cl)Cl)C2=O
69710604,C1=COC2=C(O1)C=C(C=N2)Br
69714934,C1=CC(=O)C(=O)C(=C1)F
69726238,C1=CN=C2C=COC=C2C1=O
69736883,C1=NNC(=N1)C2=NN=CO2
69748996,C1=C(N=NS1)C2=NON=C2
69763164,C1=C(C=C2C1=C2O)F
69771373,C1=C(O1)C2=NNN=C2
69803077,C1=C(SN=C1Cl)Cl
69805093,C1=CC2=C(C(=C1)Br)N(C=C2)F
69805649,C1=COC(=CO1)F
69805938,C1=C(C2=NC2=N1)Cl
69806864,C1(=NC(=S)SN1)Br
69825432,C12=NNN=C1OC(=O)O2
69830416,C1=CC2=C(C(=C1)Br)SC=C2O
69842861,C1=CN=NSC1=O
69862197,C1=CC=NC(=C1)C2=NC=C2
69871727,C1=NON=C1C2=NC=NS2
69894534,C1=CSC2=CN=CN=C2N1
69895330,C1=CC2=C(NC=CN2)N=C1
69898537,C1=CN=CC2=C1OC2=O
69898696,C1=C(SC=N1)C2=NOC=N2
69901871,C1=C2C(=CN=N1)N=NC2=O
69903064,C1(=O)C(=O)NN=NC1=O
69908260,C1=C(OC=C1Br)Cl
69909431,C1=CC2=C(N2)C(=C1)F
69915334,C1=C2C(=CS1)N=COC2=O
69916470,C1=C2C(=CS1)OC=NC2=O
69928141,C1=CN=CC2=CN(N=C21)Cl
69928142,C1=CN=CC2=C(NN=C21)Cl
69928780,C1=CSNC2=CC=NN21
69938124,C1=COC2=CC(=C(C=C21)Cl)F
69939267,C1=C2C(=C(C=N1)Cl)C2=O
69939897,C1=C(C=NN=C1F)Br
69963635,C1=CC2=C(N=C1)OC(=O)N=C2
69967442,C1=C(C(=NO1)Cl)O
69968759,C1=CN=CC2=C1C=NC(=O)N2
69973181,C1=CSC2=CC(=O)NN=C21
69984441,C1=COC2=CC(=NOC2=C1)Cl
69989300,C1=CC(=O)NC2=COC=C21
69989685,C1=CC(=O)N=C2C1=CN=C2
69997775,C1=CC(=N)C(=O)N=C1
70002639,C1=CN2C(=C1)C=CS2
70023677,C1=NC(=C(NC1=O)Cl)Cl
70024273,C1=CC2=C(ON=C2C=C1)Cl
70024939,C1=NC=NC2=C(ON=C21)Cl
70112243,C1=CC2=C(C(=C1)Br)NC(=O)O2
70113315,C1=C2C(=NN=NC2=O)N=N1
70114398,C1=NC(=NO1)C2=NNN=N2
70121976,C1=CC2=C(N=C1)N=C(O2)Br
70121980,C1=CN=C2C(=C1Br)OC=N2
70153251,C1=NC=NC1=N
70162906,C1=C(NC2=CN=CN=C21)Cl
70167461,C1=CC(=O)NC2=C1OC=N2
70169304,C1=NOC(=N1)C2=NSC=N2
70178299,C1=C2C(=NC(=O)C2=O)C=N1
70179650,C1=C2C=NNC2=CC1=O
70181546,C1=CC2=C(C=C1Cl)C(=N)N=C2
70182327,C1=CC2=C(C=NC2=N)C(=C1)Cl
70215288,C1=COC(=C1O)F
70218599,C1=COC2=CSNC2=C1
70231787,C1=C(C(=N1)Cl)Cl
70248822,C1=C(C2=C(C2=N1)Cl)Cl
70261062,C1=CC2=C(C=C1F)C=C(O2)Cl
70264149,C1=CON=C1C2=NNN=N2
70265079,B1=CNC2=C1C=CC=N2
70265089,C1=COC2=CN=NC2=C1
70270690,C1=C(C(=N1)F)F
70278356,C1=CC2=C(C=C(S2)F)N=C1
70281087,C1=CC2=C(C(=C(O2)Cl)Cl)N=C1
70282621,C1=CC2=C(C(=C(S2)Cl)F)N=C1
70287413,C1=CC2=NC(=NN2N=C1)Cl
70303232,C1=C(C(=CC(=N)C1=N)F)F
70310383,C1=NC(=NS1)NC2=NNN=N2
70351592,C1=CC(=O)C2=NP=NC2=C1
70403480,C12=NNN=C1N=NC2=O
70403717,C1=CN=C2C(=N1)NC(=N2)Cl
70403922,C1=C2C(=CN=N1)N=C(N2)Cl
70403934,C1=NN=NC2=NC(=O)N=C21
70404496,C1=C2C(=C(C=N1)O)N=CN2
70420547,C1=C(C2=C1C(=C2F)O)F
70423044,C1=CSC2=NC=CN2N1
70438076,C1=CC(=S)NN2C1=CN=N2
70444029,C1=C(C(=O)C=C(C1=N)Cl)Cl
70449418,C1=COC2=CN=NC2=N1
70449711,C1=NNC(=O)C(=C1F)Cl
70450589,C1=C(C(=O)NC=C1Br)OCl
70453305,C1=CN2C=NC(=O)C=C2N1
70459174,C1=CN2C(=N1)C=NC(=O)N2
70460261,C1=C2C(=NC=N2)C(=O)C=N1
70460375,C1=CN=NC2=NC(=O)N=C21
70479277,C1=CC(=O)C2=C(C1=O)C(=O)O2
70480009,C1=CN2C=CSC2=CC1=O
70481756,C1=CC2=NC(=O)NC(=O)C2=C1
70496019,C1=CC2=C(C=NC(=S)N2)N=C1
70500537,C1=CC(=O)C2=C(C1=O)C=NO2
70507519,C1=NC(=NN1Br)Br
70508989,C1=CSN=C2C1=NC=N2
70513238,C1=CC2=COC=C2C(=C1)Cl
70520973,C1=CSC(=C1)N2OC=CO2
70524480,B1=CC=CC(=O)C1=O
70542877,C1=NN(N=C1)C=O
70544929,C1=CNNC2=NC=NC=C21
70545477,C1=CN2C(=O)C(=O)NC2=N1
70550200,C1=COC2=C1NC(=O)C=N2
70554569,C1=CN2C(=O)NC(=O)N2C1=O
70565441,C1=CC2=CC(=O)NOC2=C1
70566121,C=C1C=CNC(=O)N1
70569848,C1=CC2=NC=NC2=C1
70578703,C1=CN(C(=C1Br)Br)C=O
70586765,C1=COC=C2C1=NC=NN2
70598559,C1=CSC2=CNOC=C21
70600641,C1=CSC2=CN=NC2=C1
70617160,C1=CC2=CC(=O)NSC2=C1
70620572,C1=C2C(=NN=N2)N=NC1=O
70620960,C1=CC2=C1N2
70630290,C1=CN(N=C1Br)Br
70643412,C1(=C(SC(=N1)Cl)Br)Cl
70648557,C=C1N=NC(=O)N=N1
70664858,C1=CC2=C(C=C1F)OC(=C2)Br
70670163,C1=C(SC=C1C2=NC=NN2)Cl
70670183,C1=C(N=C(S1)Br)C2=NC=NN2
70670233,C1=C(N=C(S1)Cl)C2=NC=NN2
70680699,C1=C(C=NC(=C1Cl)Br)F
70696540,C1=C(C(=C(C(=C1Br)Br)O)O)Br
70699470,C1=C2C=C(NC2=NC=C1Br)Br
70699617,C1=C(C(=C(C(=C1Br)Cl)F)Cl)F
70699848,C1=CC(=C(C(=C1Cl)F)Br)Cl
70700258,C1=C(C=NC2=C1NN=C2)Cl
70700281,C1=C(C(=C(C(=N1)Br)Cl)Cl)Cl
70700314,C1=CC2=C(C(=C1)F)ON=C2Cl
70700562,C1=C2C(=CN=C1Br)C=NN2
70700710,C1=CNC(=C(C1=O)F)Cl
70700776,C1=C(C2=NN=CN2C=N1)Br
70700894,C1=NC2=C(NN=C2N=C1)Cl
70700903,C1=CN=C(C2=C1C=NN2)Br
70700908,C1=CC(=NC2=C1C=NN2)Br
70701149,C1=C2C(=C(C=N1)Cl)C=NN2
70701223,C1=CN2C(=NN=C2Br)C=N1
70829137,C1=CC(=C(C2=C1NC=C2)Br)F
70863486,C1=CC2=C(C=C1Br)ON=C2Br
70908949,C1=CC(=O)N2C(=C1)N=C(N2)Br
70981383,C1=NC2=C(SC(=C2S1)Br)Br
70982106,C1=CSC2=CC(=CC(=C21)F)Br
70982345,C1=CC2=C(C=C1Br)SC(=C2)F
70982589,C1=CSC2=CC(=C(C=C21)F)Br
71138885,C1=C(C2=NC=C(N2C=N1)Br)Br
71144331,C1=C(C=C(C(=C1Br)Cl)Br)Br
71149698,C1=CC2=C(C=C1Br)SN=C2Br
71251254,C1=C(C=NC2=NNC(=C21)Br)F
71282593,C1=COC2=C(C=C(C=C21)Br)Cl
71287075,C1=C(C(=CC2=CSC=C21)Cl)Cl
71299633,C1=C(NC=C(C1=O)F)Br
71302468,C1=CN2C(=NC(=N2)Br)C=N1
71307617,C1=CN=C(C2=C1NN=C2)Br
71319723,C1=C(C(=O)N(C(=O)N1)Cl)Cl
71320151,C12=C(SN=N1)SN=N2
71334116,C1(=O)NOC(=O)ON1
71338539,C1(=O)C(=O)NC(=S)NC1=O
71340262,C1=C(C(=O)C(=O)O1)C=O
71342264,C1=CC2=C(C=C1Cl)C(=O)SS2
71347911,C=C1C(=C)NC=CN1
71350964,C1=COC(=O)C(=C1Cl)O
71351771,N1=NOO1
71353476,C1=CC(=O)C=CC1=C(F)F
71359459,C1=CON=NO1
71359573,C1=CN2C=CN=NC2=C1
71361084,C1=C(N=CC(=O)N1)F
71363144,N1=NN=N1
71364136,C=C1C=C(C(=O)C(=C1)Br)Br
71371632,C1(=C(Cl)Cl)C(=O)NC(=O)O1
71374877,C1(=NO1)Cl
71376436,N1=NN(N=N1)F
71380677,C=CC1=CC=C1
71385124,C1=PC=P1
71401452,C12=C(N=NN=N1)N=NN=N2
71405862,C1=CC2=C(C=C1Cl)OC=C2O
71414471,C1=C(N2C=NC=C2C(=O)N1)Br
71415416,C12=NC1=N2
71417893,C1=CSC2=C1C(=CC(=C2)F)Br
71417894,C1=CC2=C(C=CS2)C(=C1F)Br
71421028,C1(=O)SS1
71421044,P1=PS1
71421605,C1=CC(=O)NC1=CC=O
71423949,C1(=C(OC(=O)O1)Cl)F
71427470,C1=COC2=NC(=NC=C21)Cl
71438259,C1=C(C(=O)C(=CO1)Cl)Cl
71438758,C1=CSC=C2N1C=NN=C2
71440281,C1=CN(C(=O)N1C=O)C=O
71447096,C1=CC(=O)C2=CC(=O)C=C21
71463615,C1=CC2=C(C(=C1)Br)ON=C2Cl
71463967,C1=C(N=C2C(=N1)C=NN2)Cl
71477187,C1=NNC(=O)N=N1
71499704,C1=CNC2=C1C(=CNC2=O)Br
71553095,C1=CC(=C(C2=C1N=CS2)O)Br
71607239,C1=CN=C2C(=C1F)C=NN2
71627105,C1=CC2=C(C(=C1)Cl)C(=NO2)Cl
71650893,C1=C(C=C(C(=C1F)C=O)Br)F
71651014,C1=CC2=CC(=O)N=CN2N=C1
71665346,C1=CC(=O)C2=C(C1=O)C=NS2
71668447,C1=CC(=O)NC2=CN=CN=C21
71695423,C1=C(C=C(C(=C1C=O)O)F)Cl
71699689,C1=CN2C(=CC(=O)N2)C(=C1)Br
71710998,C1=CN=C(C(=N1)Cl)Br
71720947,C1=C(C2=C(S1)C(=NC=N2)Cl)Cl
71720983,C1=C(SC2=CN=CN=C21)Br
71720987,C1=C(NC(=C1Cl)Cl)C=O
71721003,C1=NNC2=C1N=CN=C2Br
71721235,C1=C(C(=CN=C1F)C=O)F
71721334,C1=C2C(=C(C=N1)Cl)OC=N2
71721383,C1=CC(=NC2=C1C(=CN2)F)Cl
71741348,C1=CC2=C(C(=C1)Br)C(=NO2)Cl
71741380,C1=C(C(=O)NC=C1F)Cl
71741528,C1=C(N2C=NN=C2C=N1)Cl
71741649,C1=C2C(=CC(=CN2N=C1)F)F
71743347,C1=CN2C=C(N=C2C=C1F)Cl
71743360,C1=CC2=C(C=C1Br)SC=C2Br
71743454,C1=CC2=C(C(=C1)Br)OC=C2Cl
71743978,C1=C(C2=CN=CN2C=C1F)F
71743998,C1=CC(=CN2C1=CN=C2)Cl
71744003,C1=CC(=CN2C1=CN=C2)F
71744323,C1=C(C=C2C1=NC=NC2=O)Br
71744326,C1=CN2C(=CN=CC2=C1Br)Cl
71748407,C1=C(C2=NN=CN2C=N1)Cl
71748423,C1=CN=C2C(=N1)C(=NC=N2)Br
71748427,C1=C2C(=NC=N1)N=CC(=N2)Br
71748473,C1=CN=NC2=NNC(=C21)Br
71748557,C1=C(N2C=NN=C2C=N1)Br
71748558,C1=CC(=NN2C1=NC(=C2)Br)Br
71748561,C1=CC2=C(NN=C2C=C1F)Cl
71748571,C1=CC2=NC(=CN2C=C1Br)Br
71756579,C1=C(N2C(=NNC2=O)C=N1)Cl
71757148,C1=C(C=NC2=C1OC(=N2)Cl)Cl
71757837,C1=C(N2C(=NC=N2)C=N1)Br
71758581,C1=COC=C1C2=NC(=NO2)Cl
71772882,C1=C2C=C(C=NC2=NC1=O)F
71772979,C1=C2C=C(C=NC2=NC1=O)Cl
71772980,C1=C2C=C(N=CC2=NC1=O)Cl
71773024,C1=CC(=NC2=NC(=O)N=C21)Cl
71773222,C1=CC(=NC2=NC(=O)C=C21)Cl
71773283,C1=C(C2=CC(=O)N=C2N=C1)Br
71773322,C1=C(C2=CC(=O)N=C2N=C1)Cl
71773852,C1=C(C(=C(S1)Cl)Cl)O
71773940,C1=C(C(=C(S1)Cl)O)F
71773974,C1=CSC(=C1O)F
71819672,C1=C(C2=NC=C(N2C=N1)Br)F
72183152,C1=C(C(=O)C(=C(N1)F)Cl)Cl
72207070,C1=CC2=C(NN=C2C(=C1)O)Cl
72207071,C1=CC2=C(NN=C2C(=C1)O)Br
72207125,C1=CC(=NC2=NNC(=C21)Cl)Br
72207137,C1=C(C2=C(N1)C(=NC=N2)Cl)Cl
72207159,C1=C(C2=NC=NC=C2N1)Cl
72207276,C1=C2C=NNC2=NC=C1F
72207298,C1=CSC2=CN=C(C=C21)Cl
72207405,C1=CN=C(C2=C1C(=CS2)Br)Cl
72207512,C1=CN=C(C2=C1N=CS2)Cl
72207674,C1=C(C2=NC(=CN=C2N1)Cl)F
72207679,C1=CN2C(=C1Br)C(=NC=N2)Cl
72207717,C1=CN2C(=C1Br)C=NC=N2
72207999,C1=CNC2=CN=CC(=C21)F
72208224,C1=CN2C(=C1)C=NC(=N2)Cl
72211576,C1=C(C=C(N=C1Cl)Br)Cl
72211831,C1=C(C(=O)C(=CN1)Br)Cl
72211833,C1=C(C=C(N=C1Cl)Cl)F
72211987,C1=C(C=C(N=C1C=O)Br)Cl
72211988,C1=C(C=C(N=C1Cl)Br)C=O
72212237,C1=C(C=C(N=C1C=O)Cl)F
72212239,C1=C(C=C(N=C1C=O)Br)F
72212240,C1=C(C(=CN=C1Br)C=O)F
72212503,C1=C(NC=C(C1=O)Br)Cl
72212506,C1=C(NC=C(C1=O)F)Cl
72212509,C1=C(NC=C(C1=O)O)Cl
72212723,C1=CC2=C(C=C1C=O)C=NO2
72212767,C1=CN=C(C(=C1Cl)F)C=O
72212771,C1=C(C=C(N=C1F)Br)C=O
72212772,C1=C(C2=C(C=N1)NN=C2)C=O
72212798,C1=C(C(=C(C=N1)Cl)Br)F
72212800,C1=CNC(=O)C(=C1Br)Cl
72212802,C1=C(C=C(NC1=O)Cl)C=O
72212809,C1=CC(=C(N=C1C=O)Cl)F
72212810,C1=C(C=C(N=C1F)Cl)C=O
72212814,C1=C(NC(=O)C(=C1)Cl)C=O
72212876,C1=CC(=O)NC(=C1F)Cl
72212877,C1=C(C=C(NC1=O)Cl)F
72212879,C1=CC(=O)NC(=C1Cl)F
72212883,C1=C(C=C(NC1=O)F)Cl
72212884,C1=C(C(=CNC1=O)F)Cl
72212885,C1=C(C(=CNC1=O)Cl)F
72212930,C1=C(C=C(NC1=O)F)C=O
72212971,C1=C(N=C(O1)C=O)C=O
72212986,C1=CN=C(C2=C1ON=C2)Cl
72213148,C1=NNC2=C1N=NC(=N2)Cl
72213149,C1=CNC2=C1N=NC(=N2)Cl
72213169,C1=NC2=NNN=C2N=C1Br
72213177,C1=CN2C(=CC=N2)C(=N1)Cl
72213257,C1=C(C=C(N=C1C=O)F)Br
72213382,C1=C(N=CC(=C1F)F)C=O
72213569,C1=C(C=NC2=C1NN=C2)C=O
72213580,C1=C2C=NNC2=CN=C1F
72213582,C1=CN=C(C2=C1C=NN2)C=O
72213584,C1=C2C=NNC2=C(N=C1Cl)Cl
72213994,C1=CC(=NC(=C1F)Cl)Br
72213996,C1=CN=C(C(=C1Cl)Br)F
72213997,C1=CC(=NC(=C1Cl)F)Br
72213998,C1=C(C(=CN=C1Br)O)Cl
72213999,C1=CN=C(C(=C1Cl)O)Br
72214018,C1=CN=C(C(=C1Cl)O)C=O
72215365,C1=C(C=C(N=C1C=O)F)Cl
72215378,C1=C(C=C(N=C1C=O)Cl)C=O
72215444,C1=C(C=C(NC1=O)C=O)F
72215448,C1=C(C=C(NC1=O)C=O)Cl
72217376,C1=C(N=CC(=C1F)Cl)C=O
72217385,C1=CN=C(C(=C1F)Cl)C=O
72217434,C1=C(C(=O)NC(=C1)Cl)F
72217454,C1=C(C(=C(C=N1)F)Cl)O
72217474,C1=C(C=C(N=C1F)Br)Cl
72217872,C1=C(C(=CNC1=O)O)Cl
72218091,C1=CNC(=C(C1=O)C=O)C=O
72218100,C1=CNC(=O)C(=C1Cl)C=O
72218122,C1=C(C(=O)NC(=C1)Br)C=O
72218123,C1=C(C(=O)NC(=C1)Cl)C=O
72218126,C1=C(C(=O)NC(=C1)C=O)C=O
72219276,C1=C(N=C(S1)Br)F
72220925,C1=CC2=CON=C2C=C1Br
72233588,C1=C2NC(=O)NC(=O)N2C=N1
72300882,C=C1C=NC(=O)NC1=O
72466470,C=C1C=CC2=NC(=S)NC2=C1
72502997,C=C1C=CNN=C1
72697760,C1=C(SC(=C1Cl)C=O)Br
72699140,C1=C(C2=C(NN=C2N=C1)Br)Cl
72699141,C1=C(C2=C(NN=C2N=C1)Br)Br
72710398,C1=C(NC2=NC=NC=C21)Br
72729941,C=C1C=C(C=NC1=O)Cl
72796028,C1=CSC(=C1)C=CBr
72828435,C1=COC(=C1)C=CCl
72942130,C1=CNC2=CN=NC(=C21)Cl
72942508,C1=C(C(=C(N=C1F)F)F)Cl
72942931,C1=C(C(=C(N=C1F)F)Br)F
72943201,C1=CC2=NN=C(N2C=C1Br)Cl
72943202,C1=C(N2C=C(C=NC2=N1)Br)Cl
73010992,C1=C(C(=C(C(=C1F)Br)F)Cl)F
73012528,C1=CC2=C(C(=C1)F)SC(=N2)Br
73012610,C1=CC(=NC(=C1Br)Cl)F
73012790,C1=CN=C(C2=C1NN=C2)F
73012842,C1=C(C(=CNC1=O)Br)C=O
73012932,C1=CN2C=CN=C2N=C1Br
73192983,C1=CC=NC(=C1)C=CBr
73425022,C1=C(C=NC(=S)N1)C=O
73425181,C1=C(N=C(C2=NN=NN21)Cl)Br
73474233,C=C1C(=CN=NC1=O)Cl
73553316,C1=C2C(=C(C=N1)Cl)NC(=S)S2
73553347,C1=CN=CC2=C1N=C(S2)Br
73553351,C1=CC(=O)NC2=C(NN=C21)Br
73553367,C1=CN=C2C(=C1Br)C=NO2
73553368,C1=CC(=NC2=C1C=NO2)Br
73553491,C1=C(C(=CN=C1F)O)Br
73553580,C1=CN2C=C(SC2=N1)C=O
73553595,C1=C(C(=CN=C1Cl)Br)F
73553607,C1=C(N=CC2=NC=NN21)Cl
73554100,C1=CN2C=CN=C2C=C1F
73554283,C1=C(C2=C(C=NN2)N=C1Br)Cl
73554569,C1=C2N=CNN2C(=O)C=N1
73554718,C1=C(C2=CON=C2C(=C1)Cl)Cl
73554733,C1=NC(=C(S1)Br)Cl
73672881,C=CC1=NC=NC=C1F
73675333,C=C1C=CC(=O)NC1=O
73729602,C1=CC(=S)N=NC1=S
73796381,C1=NC(=NNC1=O)Cl
73824570,C1=C(N=NN=C1Br)Br
73882259,C1=NN=NC(=S)C1=S
73895464,C1=NNC(=S)N1C=O
73952558,C1=C(C2=C(S1)N=CN=C2Br)Cl
74058099,C=C1NC(=C)N=N1
74059266,C=C1C=CC(=O)N=C1
74378054,C1=CC(=CC=O)C(=O)C=C1
74541808,C=C1C(=O)NC(=S)N=N1
74553377,C=C1C(=NC=NC1=O)Cl
74787766,C1=CC(=C(C2=C1NN=C2)Br)Br
74787775,C1=CNC(=O)C2=C1OC(=C2)Br
74787784,C1=C(C=NC2=NN=CN21)Br
74890461,C1=C(C=C(C2=C1C=NO2)Br)Cl
74890462,C1=C2C=NNC2=CC(=C1Cl)Br
74890574,C1=CN2C=NC(=C2C(=N1)Cl)Br
74890575,C1=C(N=CC2=C(N=CN21)Br)Cl
74891418,C1=C(C(=NC(=N1)Br)Br)F
74891957,C1=CC(=C(C(=C1C=O)F)Br)F
74891958,C1=CC(=C(C2=C1C=NN2)Cl)F
74892694,C=CC1=CC(=O)NC=C1Cl
74892765,C1=CC(=C(C(=C1Cl)F)O)Br
74892840,C1=CC(=O)NC(=C1Br)F
75088849,C1=C=C2C=NC=NC2=CO1
75094893,C(=C1C(=O)NC(=O)N1)Cl
75132199,C=C1C=NC=CC1=O
75355634,C1=NOC(=C1Cl)C=O
75357241,C1=C(C(=C(C=N1)Br)F)Br
75406363,C1=CC(=NNC1=S)F
75406429,C1=C(NC(=S)C=N1)F
75412038,C1=CC(=C(C2=C1N=CO2)Br)F
75412079,C1=C(SC2=C1N=CN=C2Br)Cl
75412098,C1=C(SC2=NC=NC=C21)Cl
75412340,C1=CC(=NC(=C1Cl)Br)F
75412351,C1=CN2C=C(N=C(C2=N1)Cl)Cl
75487720,C1=CC(=C(C2=C1C=NN2)F)Br
75487727,C1=C(NC(=CC1=O)Cl)F
75487750,C1=C(C(=O)NC=C1Br)NC=O
75488638,C1=CN2C(=CN=C2C(=C1)Br)Cl
75530157,C1=CN=C(C(=S)N1)F
75530159,C1=C(NC(=O)C=N1)F
75662094,C=C1C(=O)NC=NC1=O
76039241,C12=C(NC(=O)S1)N=NC2=O
76084917,C=C1N=NC(=C)N=N1
76093347,C=C1C=CC(=O)N=C1Cl
76102451,C=C1C(=CC=NC1=O)Br
76185159,C=C1C(=O)C=CNC1=O
76225019,C1=CN=C(N1)C=CC#N
76474046,C1=C2C=NC(=O)N2N=C1
76538927,C1=CC2=CC(=NC=C2N=C1)Cl
76538930,C1=CN=CC2=CC(=NC=C21)F
76538931,C1=CN=CC2=CC(=NC=C21)Br
76662195,C1=NC2=C(C(=N1)Cl)SC=N2
76680947,C=C1C=CC(=S)N=C1
76845601,C=C1C=C(N=NC1=O)Cl
76846094,C1=CC(=C(C2=C1NN=C2)F)F
76846122,C1=C2C=NNC2=CC(=C1Cl)F
76846123,C1=C(C=C(C2=C1C=NN2)F)Cl
76846136,C1=CC(=C(C2=C1C=NN2)F)F
76846166,C1=C(C=C(C2=C1C=NN2)Cl)F
76846439,C1=CC2=C(C(=C1)Cl)NC=C2O
76847025,C1=NC2=NNC(=C2C(=N1)Cl)Cl
76847052,C1=C2C=NNC2=NC(=N1)Br
76847070,C1=C2C(=S)NC(=S)N=C2N=N1
76847332,C1=CNC2=CN=C(C(=C21)F)Cl
76847994,C1=CNC2=NN=C(C=C21)Br
76848089,C1=NC(=S)C2=C(N1)N=NC2=O
76848090,C1=NC(=S)NC2=C1C(=O)N=N2
76848287,C1=C2C(=NC(=NC2=O)Cl)N=N1
76848301,C1=C2C(=NC(=NC2=S)Cl)N=N1
76848570,C1=CSC2=NC=C(N21)Br
76848776,C1=C2C(=NN=C2Br)C(=O)N=C1
76848786,C1=NN=C2C1=NC(=S)NC2=O
76849551,C1=CN2C=C(C=C(C2=N1)Br)F
76849750,C1=C2C(=NC=C(N2C=N1)Br)Cl
