System,IC
20197826_HfSe2_0,-453.254164
20197826_HfTe2_0,-408.241718
20197826_MoS2_0,-482.989562
20197826_MoSe2_0,-452.254410
20197826_MoTe2_0,-421.315751
20197826_TiS2_0,-435.634834
20197826_TiSe2_0,-406.613473
20197826_TiTe2_0,-371.150658
20197826_WS2_0,-516.106039
20197826_WSe2_0,-481.039199
20197826_WTe2_0,-445.172415
20197826_ZrS2_0,-461.710850
20197826_ZrSe2_0,-431.438639
20197826_ZrTe2_0,-391.407557
20405740_CrS2_0,-458.381654
20405740_CrSe2_0,-427.723426
20405740_CrTe2_0,-396.831362
20405740_HfS2_0,-499.324760
20405740_HfSe2_0,-466.860528
20405740_HfTe2_0,-421.955663
20405740_MoS2_0,-496.685976
20405740_MoSe2_0,-465.960844
20405740_MoTe2_0,-434.939998
20405740_TiS2_0,-449.149082
20405740_TiSe2_0,-420.190869
20405740_TiTe2_0,-384.909676
20405740_WS2_0,-529.814449
20405740_WSe2_0,-494.757127
20405740_WTe2_0,-458.841441
20405740_ZrS2_0,-475.291478
20405740_ZrSe2_0,-445.091668
20405740_ZrTe2_0,-405.143045
45080076_CrS2_0,-482.406502
45080076_CrSe2_0,-451.730997
45080076_CrTe2_0,-420.747994
45080076_HfS2_0,-523.305165
45080076_HfSe2_0,-490.810843
45080076_HfTe2_0,-445.899033
45080076_MoS2_0,-520.706057
45080076_MoSe2_0,-489.960377
45080076_MoTe2_0,-458.930504
45080076_TiS2_0,-473.146303
45080076_TiSe2_0,-444.158337
45080076_TiTe2_0,-408.812775
45080076_WS2_0,-553.832301
45080076_WSe2_0,-518.754829
45080076_WTe2_0,-482.856895
45080076_ZrS2_0,-499.269304
45080076_ZrSe2_0,-469.034944
45080076_ZrTe2_0,-429.098637
45088201_CrS2_0,-466.418979
45088201_CrSe2_0,-435.743155
45088201_CrTe2_0,-404.817685
45088201_HfS2_0,-507.633350
45088201_HfSe2_0,-475.028414
45088201_HfTe2_0,-429.923281
45088201_MoS2_0,-504.695860
45088201_MoSe2_0,-473.968390
45088201_MoTe2_0,-442.971874
45088201_TiS2_0,-458.602086
45088201_TiSe2_0,-429.056487
45088201_TiTe2_0,-392.829017
45088201_WS2_0,-537.794521
45088201_WSe2_0,-502.729366
45088201_WTe2_0,-466.873389
45088201_ZrS2_0,-483.608676
45088201_ZrSe2_0,-453.250540
45088201_ZrTe2_0,-413.083449
52933224_CrS2_0,-467.060553
52933224_CrSe2_0,-436.444667
52933224_CrTe2_0,-405.472713
52933224_HfS2_0,-507.991777
52933224_HfSe2_0,-475.496689
52933224_HfTe2_0,-430.658984
52933224_MoS2_0,-505.421511
52933224_MoSe2_0,-474.673751
52933224_MoTe2_0,-443.608998
52933224_TiS2_0,-457.846696
52933224_TiSe2_0,-428.845418
52933224_TiTe2_0,-393.530288
52933224_WS2_0,-538.550941
52933224_WSe2_0,-503.461933
52933224_WTe2_0,-467.545564
52933224_ZrS2_0,-483.963029
52933224_ZrSe2_0,-453.724595
52933224_ZrTe2_0,-413.795557
58064051_CrS2_0,-457.084894
58064051_CrSe2_0,-426.794112
58064051_CrTe2_0,-396.306690
58064051_HfS2_0,-499.005270
58064051_HfSe2_0,-466.089272
58064051_HfTe2_0,-421.478390
58064051_MoS2_0,-495.475599
58064051_MoSe2_0,-464.955899
58064051_MoTe2_0,-434.335930
58064051_TiS2_0,-448.821286
58064051_TiSe2_0,-419.760096
58064051_TiTe2_0,-384.258735
58064051_WS2_0,-528.633913
58064051_WSe2_0,-493.822869
58064051_WTe2_0,-458.351784
58064051_ZrS2_0,-474.583317
58064051_ZrSe2_0,-444.393592
58064051_ZrTe2_0,-404.513697
68970753_CrS2_0,-476.143770
68970753_CrSe2_0,-445.493920
68970753_CrTe2_0,-414.523207
68970753_HfS2_0,-517.105728
68970753_HfSe2_0,-484.598763
68970753_HfTe2_0,-439.709890
68970753_MoS2_0,-514.468774
68970753_MoSe2_0,-483.719822
68970753_MoTe2_0,-452.681272
68970753_TiS2_0,-467.004905
68970753_TiSe2_0,-437.961544
68970753_TiTe2_0,-402.609192
68970753_WS2_0,-547.585327
68970753_WSe2_0,-512.502364
68970753_WTe2_0,-476.585291
68970753_ZrS2_0,-493.076009
68970753_ZrSe2_0,-462.829345
68970753_ZrTe2_0,-422.879359
69903064_CrS2_0,-445.545485
69903064_CrSe2_0,-415.094739
69903064_CrTe2_0,-384.476313
69903064_HfS2_0,-486.692013
69903064_HfSe2_0,-454.593726
69903064_HfTe2_0,-409.651232
69903064_MoS2_0,-483.872822
69903064_MoSe2_0,-453.290547
69903064_MoTe2_0,-422.569733
69903064_TiS2_0,-436.500551
69903064_TiSe2_0,-407.903866
69903064_TiTe2_0,-372.908043
69903064_WS2_0,-517.029386
69903064_WSe2_0,-482.168573
69903064_WTe2_0,-446.613361
69903064_ZrS2_0,-462.660221
69903064_ZrSe2_0,-432.810678
69903064_ZrTe2_0,-392.721816
83382722_CrS2_0,-467.926422
83382722_CrSe2_0,-437.256782
83382722_CrTe2_0,-406.287596
83382722_HfS2_0,-508.891567
83382722_HfSe2_0,-476.379923
83382722_HfTe2_0,-431.440510
83382722_MoS2_0,-506.222540
83382722_MoSe2_0,-475.493884
83382722_MoTe2_0,-444.453356
83382722_TiS2_0,-458.778498
83382722_TiSe2_0,-429.743845
83382722_TiTe2_0,-394.361246
83382722_WS2_0,-539.355175
83382722_WSe2_0,-504.287261
83382722_WTe2_0,-468.384156
83382722_ZrS2_0,-484.871632
83382722_ZrSe2_0,-454.616349
83382722_ZrTe2_0,-414.645423
87639233_CrS2_0,-475.547570
87639233_CrSe2_0,-444.865113
87639233_CrTe2_0,-413.947588
87639233_HfS2_0,-516.276705
87639233_HfSe2_0,-483.815902
87639233_HfTe2_0,-439.116481
87639233_MoS2_0,-513.776350
87639233_MoSe2_0,-483.022772
87639233_MoTe2_0,-452.025869
87639233_TiS2_0,-466.197857
87639233_TiSe2_0,-437.215917
87639233_TiTe2_0,-402.036223
87639233_WS2_0,-546.892010
87639233_WSe2_0,-511.834472
87639233_WTe2_0,-476.078793
87639233_ZrS2_0,-492.238215
87639233_ZrSe2_0,-462.047696
87639233_ZrTe2_0,-422.235878
88957274_CrS2_0,-488.548278
88957274_CrSe2_0,-457.583245
88957274_CrTe2_0,-426.594447
88957274_HfS2_0,-531.370702
88957274_HfSe2_0,-499.033908
88957274_HfTe2_0,-452.104910
88957274_MoS2_0,-526.342205
88957274_MoSe2_0,-495.626458
88957274_MoTe2_0,-464.695232
88957274_TiS2_0,-482.112804
88957274_TiSe2_0,-452.595628
88957274_TiTe2_0,-416.258826
88957274_WS2_0,-559.449911
88957274_WSe2_0,-524.366901
88957274_WTe2_0,-488.532442
88957274_ZrS2_0,-507.748887
88957274_ZrSe2_0,-477.371231
88957274_ZrTe2_0,-435.335627
91174071_CrS2_0,-465.642609
91174071_CrSe2_0,-434.932711
91174071_CrTe2_0,-403.889407
91174071_HfS2_0,-506.473259
91174071_HfSe2_0,-473.965624
91174071_HfTe2_0,-429.073843
91174071_MoS2_0,-503.899733
91174071_MoSe2_0,-473.145194
91174071_MoTe2_0,-442.083346
91174071_TiS2_0,-456.392976
91174071_TiSe2_0,-427.325998
91174071_TiTe2_0,-391.741816
91174071_WS2_0,-537.023655
91174071_WSe2_0,-501.923534
91174071_WTe2_0,-465.998928
91174071_ZrS2_0,-482.479345
91174071_ZrSe2_0,-452.188507
91174071_ZrTe2_0,-412.229957
